AT26788330,aston-martin,db9,v12,Aston Martin DB9 Auto,674990,Used Car,2007,83000,Automatic,Petrol,AutoTrader,Link
AT26498956,aston-martin,vantage,v8,Aston Martin Vantage V8 Vantage Roadster Auto,599900,Used Car,2007,64000,Automatic,Petrol,AutoTrader,Link
AT26904237,aston-martin,vantage,v8,Aston Martin Vantage V8 Vantage,589995,Used Car,2007,56000,Manual,Petrol,AutoTrader,Link
AT24926436,aston-martin,vantage,v8,Aston Martin Vantage V8 Vantage Auto,549900,Used Car,2009,92800,Automatic,Petrol,AutoTrader,Link
AT26416948,aston-martin,vantage,v8,Aston Martin Vantage V8 Vantage Roadster Auto,489950,Used Car,2009,67000,Automatic,Petrol,AutoTrader,Link
AT26479110,aston-martin,db9,v12,Aston Martin DB9 Volante Auto,449950,Used Car,2006,64000,Automatic,Petrol,AutoTrader,Link
AT26865783,aston-martin,db11,v12,Aston Martin DB11 V12 Coupe,2500000,Used Car,2019,38000,Automatic,Petrol,AutoTrader,Link
AT26375555,aston-martin,vanquish,6-speed,Aston Martin Vanquish Vanquish,1995000,Used Car,2002,27000,Automatic,Petrol,AutoTrader,Link
AT26856240,aston-martin,vanquish,v12,Aston Martin Vanquish Coupe,1699999,Used Car,2013,76000,Automatic,Petrol,AutoTrader,Link
AT26788675,aston-martin,vantage,v8,Aston Martin Vantage V8 Vantage N430 Auto,1699900,Used Car,2015,67950,Automatic,Petrol,AutoTrader,Link
AT26907474,aston-martin,db9,v12,Aston Martin DB9 Coupe Auto,949999,Used Car,2011,51000,Automatic,Petrol,AutoTrader,Link
AT26813673,aston-martin,db9,v12,Aston Martin DB9 Coupe Auto,849000,Used Car,2005,18000,Automatic,Petrol,AutoTrader,Link
AT26699509,aston-martin,rapide,v12,Aston Martin Rapide Rapide,749000,Used Car,2011,86500,Automatic,Petrol,AutoTrader,Link
AT26790664,aston-martin,db9,v12,Aston Martin DB9 Auto,674980,Used Car,2007,82978,Automatic,Petrol,AutoTrader,Link
AT26693679,aston-martin,vantage,v8,Aston Martin Vantage V8 Vantage,629900,Used Car,2007,43000,Manual,Petrol,AutoTrader,Link
AT26865450,aston-martin,vantage,v8,Aston Martin Vantage V8 Vantage N400,559950,Used Car,2007,54000,Manual,Petrol,AutoTrader,Link
AT26902865,aston-martin,vantage,v8,Aston Martin Vantage V8 Vantage Roadster Auto,486900,Used Car,2008,67372,Automatic,Petrol,AutoTrader,Link
